# Citizen Ledger — special districts — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — special districts financial transactions reports, as filed
# Accounting basis: Reported as filed with the State Controller, by fund class
# Gate tier: AS FILED — UNRECONCILED. Three of the four fund-class buckets have no published total to check against: for enterprise, internal-service and conduit funds the Controller publishes operating and nonoperating components and never their sum. A control exists for the governmental bucket only. No figure in this file has been verified against an independently published total
# Units: as-filed dollars
# Measured as: REPORTED AS FILED WITH THE STATE CONTROLLER, BY FUND CLASS · AS-FILED DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Fund-class columns: gov = governmental funds; ent = enterprise funds; isf = internal service funds; cf = conduit financing
# filing_status is the Controller's own per-year code for that district; '-' means no filing is recorded for that year.
# An entity-year with no filing at all is omitted rather than written as zero.
slug,name,county,activity,district_type,fiscal_year,filing_status,exp_gov_usd,exp_ent_usd,exp_isf_usd,exp_cf_usd,rev_gov_usd,rev_ent_usd,rev_isf_usd,rev_cf_usd
san-luis-unit-westlands-water-district-financing-authority,San Luis Unit/Westlands Water District Financing Authority,Fresno,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,11644787,0,0,0,,,,
san-luis-unit-westlands-water-district-financing-authority,San Luis Unit/Westlands Water District Financing Authority,Fresno,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,11639723,0,0,0,,,,
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2016-17,F,0,30392830,0,0,0,27671853,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2017-18,F,0,40973772,0,0,0,37659049,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2018-19,F,0,27407477,0,0,0,27518718,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2019-20,F,0,23709073,0,0,0,25049263,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2020-21,F,0,32070093,0,0,0,38009262,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2021-22,L,0,35466852,0,0,0,36142336,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2022-23,F,0,29231302,0,0,0,29639279,0,0
san-luis-water-district,San Luis Water District,Merced,California Water,Independent,2023-24,F,0,19105783,0,0,0,20063201,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,5628599,0,0,0,5686323,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,4116992,0,0,0,3679747,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,399988,0,0,0,538242,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,382522,0,0,0,570866,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,385057,0,0,0,552135,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,392295,0,0,0,566947,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,389296,0,0,0,606272,0,0,0
san-marcos-public-facilities-authority,San Marcos Public Facilities Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,386179,0,0,0,615683,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,7563953,0,0,0,7483844,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,7598165,0,0,0,7533974,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,8104204,0,0,0,8760136,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,8666166,0,0,0,7702889,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,9150933,0,0,0,7679770,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,7471891,0,0,0,7128423,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,6646906,0,0,0,6646906,0,0,0
san-marcos-public-financing-authority,San Marcos Public Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,6729467,0,0,0,6729467,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,3022537,0,0,0,3022537,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,14351350,0,0,0,36710852,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,29240733,0,0,0,6881231,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,7005263,0,0,0,7005263,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,52263794,0,0,0,52263794,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,5045475,0,0,0,5045475,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,5153625,0,0,0,5153625,0,0,0
san-marcos-schools-financing-authority,San Marcos Schools Financing Authority,San Diego,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,5244625,0,0,0,5244625,0,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2016-17,F,0,102571,0,0,0,184665,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2017-18,F,0,139665,0,0,0,196104,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2018-19,L,0,141549,0,0,0,190035,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2019-20,L,0,196286,0,0,0,224536,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2020-21,L,0,217146,0,0,0,219573,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2021-22,L,0,179954,0,0,0,247475,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2022-23,L,0,172574,0,0,0,250948,0,0
san-martin-county-water-district,San Martin County Water District,Santa Clara,County Water,Independent,2023-24,L,0,227158,0,0,0,252087,0,0
san-mateo-consolidated-fire-department,San Mateo Consolidated Fire Department,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,18309863,0,4251275,0,21956606,0,4357658,0
san-mateo-consolidated-fire-department,San Mateo Consolidated Fire Department,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,42485124,0,10375462,0,41588821,0,11936348,0
san-mateo-consolidated-fire-department,San Mateo Consolidated Fire Department,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,47657138,0,10295089,0,46824612,0,12839949,0
san-mateo-consolidated-fire-department,San Mateo Consolidated Fire Department,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,48939284,0,10803122,0,48106721,0,13137323,0
san-mateo-consolidated-fire-department,San Mateo Consolidated Fire Department,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,49283776,0,11896540,0,49924652,0,12973888,0
san-mateo-consolidated-fire-department,San Mateo Consolidated Fire Department,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,52388617,0,14519167,0,52854779,0,14445882,0
san-mateo-county-express-lanes-joint-powers-authority,San Mateo County Express Lanes Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,978596,0,0,,,,
san-mateo-county-express-lanes-joint-powers-authority,San Mateo County Express Lanes Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,67396374,0,0,,,,
san-mateo-county-express-lanes-joint-powers-authority,San Mateo County Express Lanes Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,24811614,0,0,0,1759533,0,0
san-mateo-county-express-lanes-joint-powers-authority,San Mateo County Express Lanes Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,14285812,0,0,0,14168499,0,0
san-mateo-county-express-lanes-joint-powers-authority,San Mateo County Express Lanes Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,22230595,0,0,0,31325897,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2017-18,F,3984389,0,0,0,5207305,0,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2018-19,F,3248251,0,0,0,6369727,0,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2019-20,F,1380752,0,0,0,5740760,0,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2020-21,F,4474612,0,0,0,8057743,0,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2021-22,F,12955126,0,0,0,13959329,0,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2022-23,F,5990554,0,0,0,9719554,0,0,0
san-mateo-county-flood-and-sea-level-rise-resiliency-district,San Mateo County Flood and Sea Level Rise Resiliency District,San Mateo,Flood Control and Water Conservation,Independent,2023-24,F,4779117,0,0,0,12707207,0,0,0
san-mateo-county-flood-control-district,San Mateo County Flood Control District,San Mateo,Flood Control and Water Conservation,Dependent,2016-17,F,2384476,0,0,0,4729856,0,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2016-17,F,0,8862258,0,0,0,11137959,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2017-18,F,0,10784857,0,0,0,11792091,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2018-19,F,0,10730552,0,0,0,12734496,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2019-20,F,0,10265318,0,0,0,13481517,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2020-21,F,0,11320639,0,0,0,13333998,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2021-22,F,0,7693247,0,0,0,14284182,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2022-23,F,0,12271761,0,0,0,15052822,0,0
san-mateo-county-harbor-district,San Mateo County Harbor District,San Mateo,Harbor and Port,Independent,2023-24,F,0,12851757,0,0,0,16842295,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,23907331,0,0,0,20556764,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,18421646,0,0,0,19866074,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,42863625,0,0,0,245483239,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,65378823,0,0,0,32264357,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,87062243,0,0,0,180189935,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,121242276,0,0,0,28532570,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,116065265,0,0,0,32735666,0,0
san-mateo-county-joint-powers-financing-authority,San Mateo County Joint Powers Financing Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,88987598,0,0,0,30173751,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,27538395,0,0,0,29461082,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,30555460,0,0,0,31986758,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,31360957,0,0,0,35601312,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,31668356,0,0,0,36293346,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,38291941,0,0,0,39683452,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,36291035,0,0,0,40538856,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,40827722,0,0,0,45344101,0,0,0
san-mateo-county-library-joint-powers-authority,San Mateo County Library Joint Powers Authority,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,45538374,0,0,0,50207391,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2016-17,F,4731920,0,0,0,5033204,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2017-18,F,4547370,0,0,0,5470469,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2018-19,F,4532168,0,0,0,5823844,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2019-20,F,4844876,0,0,0,6258166,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2020-21,F,5467043,0,0,0,6055240,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2021-22,F,12610011,0,0,0,6232419,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2022-23,F,5807867,0,0,0,6854289,0,0,0
san-mateo-county-mosquito-and-vector-control-district,San Mateo County Mosquito and Vector Control District,San Mateo,Mosquito Abatement,Independent,2023-24,F,6327799,0,0,0,7645775,0,0,0
san-mateo-county-narcotics-task-force,San Mateo County Narcotics Task Force,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,1392595,0,0,0,1346992,0,0,0
san-mateo-county-narcotics-task-force,San Mateo County Narcotics Task Force,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,2239481,0,0,0,2072351,0,0,0
san-mateo-county-narcotics-task-force,San Mateo County Narcotics Task Force,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,3525458,0,0,0,2094637,0,0,0
san-mateo-county-narcotics-task-force,San Mateo County Narcotics Task Force,San Mateo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,1857373,0,0,0,1820895,0,0,0
