# Citizen Ledger — cities — COMPLETE LAYER EXPORT
# Source dataset: City annual financial reports, State Controller's Office “By the Numbers” (bythenumbers.sco.ca.gov) — reported actual expenditures and revenues
# Accounting basis: Reported actual revenues and expenditures from standardized annual financial reports filed with the State Controller; governmental activities only — ratepayer-funded enterprise funds, internal service funds and conduit financing are excluded from the function figures
# Gate tier: AS FILED — reconciled to the Controller's published statewide totals where one exists; the function split is the Controller's own
# Units: millions of dollars; population in persons
# Measured as: REPORTED ACTUAL REVENUES AND EXPENDITURES FROM STANDARDIZED ANNUAL FINANCIAL REPORTS FILED WITH THE STATE CONTROLLER · MILLIONS OF DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A $0 in a function column can be a real filed zero — a city that contracts the service to its county files $0. The site's services checklist distinguishes the two; see about.html.
# Function columns: exp_police_musd = Police; exp_fire_musd = Fire; exp_safetyOther_musd = Other public safety; exp_streets_musd = Streets & transportation; exp_housing_musd = Community development & housing; exp_sanitation_musd = Sewer & solid waste; exp_health_musd = Health & welfare; exp_parks_musd = Parks & recreation; exp_library_musd = Libraries; exp_cultureOther_musd = Other culture & leisure; exp_utilities_musd = Public utilities (governmental); exp_admin_musd = General government; exp_other_musd = Other expenditures; exp_debt_musd = Debt service; exp_capital_musd = Capital outlay
# An entity-year absent from this file filed nothing for that year.
slug,name,county,fiscal_year,population,revenues_musd,expenditures_musd,exp_police_musd,exp_fire_musd,exp_safetyOther_musd,exp_streets_musd,exp_housing_musd,exp_sanitation_musd,exp_health_musd,exp_parks_musd,exp_library_musd,exp_cultureOther_musd,exp_utilities_musd,exp_admin_musd,exp_other_musd,exp_debt_musd,exp_capital_musd
el-cajon,El Cajon,San Diego,2019-20,104393,91.348,91.796,37.536,16.208,1.124,8.291,4.633,0,0,5.36,0,3.044,0,9.215,0,0.21,6.174
el-cajon,El Cajon,San Diego,2020-21,106447,97.243,228.771,93.427,72.134,1.495,18.694,13.063,0,0.004,8.856,0,0.72,0,16.461,0,0.232,3.685
el-cajon,El Cajon,San Diego,2021-22,105638,107.207,101.176,35.066,16.651,1.367,6.421,6.869,0,0,5.916,0,3.594,0,9.252,0,8.847,7.193
el-cajon,El Cajon,San Diego,2022-23,104619,115.742,115.819,41.432,17.538,1.441,7.122,4.837,0,0.025,6.442,0,4.585,0,11.777,0,8.775,11.846
el-cajon,El Cajon,San Diego,2023-24,104180,128.797,126.79,44.047,19.487,1.565,6.891,5.167,0,0,6.1,0,5.761,0,11.565,0,8.867,17.34
el-centro,El Centro,Imperial,2016-17,45628,33.847,34.421,10.03,6.244,0,1.773,1.829,0,0,3.203,0,0,0,3.28,0,2.351,5.71
el-centro,El Centro,Imperial,2017-18,46315,39.692,37.612,9.454,6.563,0.244,1.476,2.256,0,0,3.216,0,0,0,4.008,0,2.294,8.101
el-centro,El Centro,Imperial,2018-19,46248,43.886,55.292,9.721,6.402,0.004,1.638,2.148,0,0,3.404,0,0,0,3.675,0,2.312,25.988
el-centro,El Centro,Imperial,2019-20,45657,43.192,45.772,6.472,6.917,0,1.578,2.604,0,0,6.885,0,0,0,3.429,0,2.426,15.461
el-centro,El Centro,Imperial,2020-21,44871,62.456,42.94,10.134,6.691,0,1.626,2.775,0,0,3.582,0,0,0,3.539,0,2.677,11.917
el-centro,El Centro,Imperial,2021-22,44508,60.356,66.997,10.422,5.632,0,1.879,2.401,0,0,7.895,0,0,0,3.93,0,12.722,22.118
el-centro,El Centro,Imperial,2022-23,44445,53.986,47.147,11.467,7.944,0,2.362,2.906,0,0,6.397,0,0,0,4.079,0,2.563,9.43
el-centro,El Centro,Imperial,2023-24,44952,59.158,72.287,12.522,4.394,0,2.268,3.372,0,0,10.067,0,0,0,4.87,0,4.356,30.436
el-cerrito,El Cerrito,Contra Costa,2016-17,24600,39.472,38.996,10.525,9.454,0.28,2.617,3.142,0,0,4.797,0,0.006,0,4.763,0,1.435,1.976
el-cerrito,El Cerrito,Contra Costa,2017-18,24939,42.732,43.542,10.923,10.084,0.313,2.54,3.084,0,0,5.274,0,0.011,0,6.001,0,1.555,3.756
el-cerrito,El Cerrito,Contra Costa,2018-19,25459,49.775,49.474,12.122,11.258,0.819,3.915,2.532,0,0,5.943,0,0,0,5.95,0,1.902,5.033
el-cerrito,El Cerrito,Contra Costa,2019-20,24953,47.176,46.117,12.317,11.197,0.822,3.779,2.6,0,0,5.578,0,0,0,6.006,0,2.003,1.816
el-cerrito,El Cerrito,Contra Costa,2020-21,25671,53.552,43.514,11.637,12.168,0.741,3.689,2.641,0,0,3.901,0,0,0,5.185,0,1.899,1.653
el-cerrito,El Cerrito,Contra Costa,2021-22,25650,56.956,47.47,11.632,12.894,0.807,4.258,3.368,0,0,4.443,0,0,0,5.966,0,1.702,2.401
el-cerrito,El Cerrito,Contra Costa,2022-23,25484,58.98,50.869,12.06,13.185,0.771,4.566,3.642,0,0,5.383,0,0,0,6.989,0,1.63,2.643
el-cerrito,El Cerrito,Contra Costa,2023-24,25700,61.67,59.135,13.478,14.569,0.761,5.371,4.337,0,0,6.239,0,0,0,7.601,0,1.538,5.239
el-monte,El Monte,Los Angeles,2016-17,114268,90.674,101.785,24.827,12.183,3.267,6.97,6.985,0,0.374,3.594,0,0.037,0,24.206,0,14.026,5.316
el-monte,El Monte,Los Angeles,2017-18,117204,96.025,105.279,27.62,12.706,3.828,7.365,10.32,0,0.505,5.368,0,0.025,0,24.473,0,5.217,7.853
el-monte,El Monte,Los Angeles,2018-19,117204,105.28,102.833,29.299,12.314,3.702,7.101,9.283,0,0.555,3.772,0,0.026,0,30.223,0,2.851,3.707
el-monte,El Monte,Los Angeles,2019-20,116675,108.014,121.458,33.455,14.325,3.652,6.875,11.251,0,0.54,4.58,0,0.051,0,27.884,0,3.824,15.022
el-monte,El Monte,Los Angeles,2020-21,108728,129.788,126.24,34.155,14.738,3.026,7.67,8.704,0,0.391,4.703,0,0.154,0,17.821,0,5.626,29.252
el-monte,El Monte,Los Angeles,2021-22,107706,139.387,122.887,36.282,15.592,3.317,8.582,10.041,0,0.513,4.962,0,0.02,0,22.023,0,9.412,12.144
el-monte,El Monte,Los Angeles,2022-23,106377,153.209,140.352,42.986,15.581,4.123,9.868,15.537,0,0.561,8.992,0,0.026,0,20.28,0,9.159,13.239
el-monte,El Monte,Los Angeles,2023-24,106786,161.526,165.563,46.476,17.55,4.57,14.741,14.345,0,0.688,6.946,0,0.027,0,21.325,0,9.46,29.435
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2016-17,31745,48.632,47.626,10.452,5.378,1.443,2.639,3.083,0,0,4.539,1.308,0,0,4.398,0,6.101,8.285
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2017-18,31559,46.331,43.059,9.156,5.381,2.131,2.892,2.84,0,0,4.592,1.195,0,0,3.959,0,3.705,7.207
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2018-19,31244,52.859,66.726,10.978,6.675,1.801,2.013,3.69,0,0,4.253,1.727,0,0,5.931,0,21.341,8.316
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2019-20,31221,53.283,50.095,9.915,6.857,1.64,1.694,3.292,0,0.612,3.824,1.515,0,0,5.612,0,3.703,11.431
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2020-21,31659,58.166,61.632,10.787,8.184,1.909,1.955,3.493,0,0,3.994,1.54,0,0,5.969,0,2.976,20.826
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2021-22,31176,74.433,57.369,11.725,8.099,2.26,2.317,3.549,0,0.004,4.464,1.691,0,0,9.461,0,2.76,11.04
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2022-23,30692,79.277,73.138,13.321,8.922,2.059,2.849,4.226,0,0,4.099,1.485,0,0,14.732,0,2.772,18.674
el-paso-de-robles,El Paso De Robles,San Luis Obispo,2023-24,30907,90.353,71.969,17.036,10.169,2.058,7.426,4.567,0.745,0,5.563,1.861,0,0,9.866,0,2.459,10.219
el-segundo,El Segundo,Los Angeles,2016-17,16717,75.847,70.587,20.105,10.504,4.492,7.254,3.997,0.548,0,3.418,2.177,0,0,13.439,0,0.796,3.857
el-segundo,El Segundo,Los Angeles,2017-18,16784,79.108,74.092,20.102,10.305,4.379,6.9,4.185,0.528,0,3.317,2.183,0,0,13.552,0,0.707,7.934
el-segundo,El Segundo,Los Angeles,2018-19,17066,87.372,78.482,22.236,12.097,4.633,8.086,4.197,0.824,0,3.696,2.366,0,0,16.301,0,0.707,3.339
el-segundo,El Segundo,Los Angeles,2019-20,16777,82.708,79.84,23.665,13.823,4.779,7.834,4.229,0.465,0.005,2.241,2.351,0,0,16.578,0,0.707,3.162
el-segundo,El Segundo,Los Angeles,2020-21,17244,65.958,202.961,76.603,63.79,3.496,11.11,2.938,0.387,0.01,1.721,9.238,0,0,30.427,0,0.234,3.008
el-segundo,El Segundo,Los Angeles,2021-22,17084,88.928,74.998,19.62,12.495,3.511,6.985,3.994,0.366,0.014,2.794,2.27,0,0,17.128,0,2.428,3.393
el-segundo,El Segundo,Los Angeles,2022-23,16928,105.632,88.519,21.008,11.309,3.595,7.816,4.057,0.345,0.001,3.538,2.373,0,0,18.48,0,10.613,5.383
el-segundo,El Segundo,Los Angeles,2023-24,16964,109.143,101.123,22.133,11.794,3.719,9.43,3.615,0.457,0.005,3.199,2.551,0,0,19.975,0,10.905,13.341
elk-grove,Elk Grove,Sacramento,2016-17,171059,178.596,129.056,35.521,0,0.445,7.027,10.922,0,0,0.041,0.016,0,0,15.29,0,9.954,49.839
elk-grove,Elk Grove,Sacramento,2017-18,172116,132.475,161.204,36.868,0,0.441,8.637,12.846,0,0,0.125,0.044,0,0,26.852,0,0.827,74.563
elk-grove,Elk Grove,Sacramento,2018-19,174025,169.592,182.928,37.495,0,12.736,79.178,17.238,0,0,2.631,0.149,0,0,28.819,0,1.41,3.273
elk-grove,Elk Grove,Sacramento,2019-20,176154,147.884,138.857,47.309,0,3.434,39.87,15.54,0,1.091,1.378,0.163,0,0,24.062,0,2.324,3.687
elk-grove,Elk Grove,Sacramento,2020-21,176769,174.381,165.825,48.379,0,0.834,52.098,13.679,0,0.021,10.406,0.296,0,0,30.747,0,2.772,6.594
elk-grove,Elk Grove,Sacramento,2021-22,176972,202.479,168.643,50.843,0,5.933,48.386,33.404,0,0.03,5.12,0.06,0,0,21.333,0,3.088,0.445
elk-grove,Elk Grove,Sacramento,2022-23,177005,203.377,155.528,56.338,0,1.325,26.613,30.498,0,4.653,2.952,0.034,0,0,22.854,0,5.491,4.77
elk-grove,Elk Grove,Sacramento,2023-24,178679,270.429,174.543,63.714,0,7.297,32.961,30.274,0,0.053,2.626,0.158,0,0,28.019,0,4.187,5.255
emeryville,Emeryville,Alameda,2016-17,11854,66.095,53.23,11.658,6.886,0.432,10.226,7.431,0,2.149,0.111,0,3.022,0,8.151,0,0.379,2.784
emeryville,Emeryville,Alameda,2017-18,11994,66.363,62.086,12.265,11.702,0.381,5.352,12.111,0,2.122,0.136,0,3.293,0,9.474,0,0.366,4.884
emeryville,Emeryville,Alameda,2018-19,11885,71.063,56.315,12.897,8.181,0.298,5.765,9.068,0,2.262,0.124,0,3.444,0,8.812,0,0.368,5.096
emeryville,Emeryville,Alameda,2019-20,12298,71.477,65.226,14.145,8.685,0.309,4.763,11.045,0,2.331,0.1,0,3.032,0,8.495,0,0.369,11.952
emeryville,Emeryville,Alameda,2020-21,12617,70.256,70.183,14.026,9.21,0.322,4.783,10.286,0,2.273,0.1,0,2.298,0,7.63,0,0.369,18.885
emeryville,Emeryville,Alameda,2021-22,12497,70.413,61.736,14.659,9.553,0.393,4.993,11.872,0,2.142,0.1,0,2.787,0,8.325,0,0.368,6.544
emeryville,Emeryville,Alameda,2022-23,12610,94.125,79.742,15.527,10.181,0.418,5.4,19.146,0,2.246,0.549,0,3.291,0,10.234,0,1.511,11.238
emeryville,Emeryville,Alameda,2023-24,13314,87.959,87.218,18.106,11.665,0.276,5.319,15.593,0,2.653,0.455,0,3.819,0,13.141,0,2.676,13.513
encinitas,Encinitas,San Diego,2016-17,62288,79.383,76.667,13.567,12.528,2.4,4.271,7.888,0.44,0.242,7.042,0,1.253,0,10.032,0,4.381,12.621
encinitas,Encinitas,San Diego,2017-18,63158,84.489,81.089,14.277,13.65,2.317,4.237,8.396,0.442,0.127,7.776,0,0.771,0,11.629,0,4.155,13.313
encinitas,Encinitas,San Diego,2018-19,63390,91.27,84.179,15.182,15.116,2.454,5.038,9.257,0.507,0.132,7.848,0,0.719,0,12.277,0,3.724,11.926
encinitas,Encinitas,San Diego,2019-20,62183,95.038,94.053,16.031,15.611,2.546,5.37,9.404,0.581,0.156,7.836,0,0.69,0,13.357,0,3.72,18.75
encinitas,Encinitas,San Diego,2020-21,61724,99.203,100.534,16.588,16.757,2.658,5.368,9.817,0.596,0.238,7.027,0,0.702,0,14.699,0,3.717,22.365
encinitas,Encinitas,San Diego,2021-22,61515,108.503,102.217,13.219,17.626,2.868,5.436,11.618,0.699,4.229,8.142,0,0.742,0,14.991,0,3.787,18.858
encinitas,Encinitas,San Diego,2022-23,61085,121.912,112.385,13.655,18.063,3.036,5.806,13.315,0.776,4.408,9.166,0,0.821,0,14.867,0,4.502,23.969
encinitas,Encinitas,San Diego,2023-24,61028,127.033,125.378,17.786,19.345,3.484,6.788,15.821,0.789,0,10.755,0,0.968,0,16.327,0,5.993,27.322
escalon,Escalon,San Joaquin,2016-17,7205,4.614,4.2,1.976,0,0.185,0.242,0.556,0,0,0.376,0.056,0.069,0,0.014,0,0.164,0.562
escalon,Escalon,San Joaquin,2017-18,7558,5.376,4.479,2.104,0,0.212,0.233,0.462,0,0,0.388,0.057,0.076,0,0.05,0,0.164,0.733
escalon,Escalon,San Joaquin,2018-19,7765,5.821,5.338,2.098,0,0.353,0.22,0.406,0,0,0.403,0.054,0.089,0,0.03,0,0.164,1.522
escalon,Escalon,San Joaquin,2019-20,7478,5.92,4.871,2.346,0,0.297,0.225,0.526,0,0,0.421,0.045,0.073,0,0.018,0,0.22,0.7
escalon,Escalon,San Joaquin,2020-21,7439,5.772,8.223,3.039,0,0.361,0.224,0.567,0,0,0.368,0.145,0.192,0,0,0,0.179,3.148
escalon,Escalon,San Joaquin,2021-22,7362,6.005,6.102,2.782,0,0.347,0.308,0.611,0,0,0.434,0.049,0.08,0,0,0,0.317,1.174
escalon,Escalon,San Joaquin,2022-23,7264,7.591,7.591,3.103,0,0.275,0.299,0.424,0.367,0,0.463,0.048,0.081,0,1.627,0,0.304,0.6
escalon,Escalon,San Joaquin,2023-24,7249,7.698,7.348,2.731,0,0.398,0.334,0.686,0.427,0,0.506,0.061,0.186,0,1.661,0,0.309,0.049
escondido,Escondido,San Diego,2016-17,151492,116.406,115.7,41.703,23.168,0.168,11.354,7.495,0,1.352,8.386,3.74,0.674,0,6.748,0,4.827,6.084
escondido,Escondido,San Diego,2017-18,151478,127.601,127.547,43.207,24.536,0.177,13.685,8.842,0,1.382,8.787,3.512,0.682,0,6.384,0,5.831,10.522
escondido,Escondido,San Diego,2018-19,152739,134.124,128.374,44.529,25.461,0.194,14.478,8.494,0,1.502,8.937,3.359,0.664,0,7.314,0,5.836,7.607
escondido,Escondido,San Diego,2019-20,153008,133.565,132.045,47.312,25.718,0.183,13.004,9.554,0,0.909,8.819,3.252,0.675,0,8.622,0,5.842,8.155
escondido,Escondido,San Diego,2020-21,151389,156.333,127.148,47.33,26.139,0.19,9.094,8.816,0,0.912,8.446,2.876,0.921,0,11.678,0,5.834,4.912
escondido,Escondido,San Diego,2021-22,150679,155.692,148.736,50.579,29.357,0.209,22.378,8.571,0,1.026,11.313,3.584,1.043,0,13.875,0,5.821,0.979
escondido,Escondido,San Diego,2022-23,149799,169.638,163.841,52.274,30.827,0.216,9.224,11.033,0,1.161,11.16,3.701,0.894,0,15.474,0,5.873,22.005
escondido,Escondido,San Diego,2023-24,150002,200.33,186.629,52.763,31.242,0.217,14.612,15.156,0,1.225,11.88,4,0.936,0,18.845,0,5.875,29.878
etna,Etna,Siskiyou,2016-17,733,1.022,1.397,0.225,0.122,0.173,0.083,0.075,0,0,0.086,0.005,0,0,0.155,0,0,0.473
etna,Etna,Siskiyou,2017-18,744,1.644,1.189,0.218,0.209,0.269,0.084,0.071,0,0,0.078,0.005,0,0,0.205,0,0,0.051
etna,Etna,Siskiyou,2018-19,720,1.455,1.179,0.26,0.172,0.258,0.117,0.052,0,0,0.089,0,0,0,0.208,0,0,0.022
etna,Etna,Siskiyou,2019-20,745,0.984,1.865,0.393,0.076,0.355,0.089,0.062,0,0,0.065,0.005,0,0,0.295,0,0,0.526
etna,Etna,Siskiyou,2020-21,684,1.643,1.813,0.632,0.148,0.292,0.081,0.063,0,0,0.119,0.005,0,0,0.178,0,0,0.296
etna,Etna,Siskiyou,2021-22,674,1.757,1.727,0.554,0.193,0.37,0.057,0.07,0,0,0.102,0.005,0,0,0.327,0,0,0.049
etna,Etna,Siskiyou,2022-23,668,1.273,1.549,0.654,0.106,0.292,0.064,0.095,0,0,0.118,0.005,0,0,0.155,0,0,0.06
etna,Etna,Siskiyou,2023-24,665,1.569,1.58,0.58,0.066,0.252,0.1,0.142,0,0,0.106,0,0,0,0.173,0,0,0.161
eureka,Eureka,Humboldt,2016-17,27120,40.724,38.896,12.206,6.673,0.129,1.681,6.473,0,0.043,3.157,0,0,0,4.61,0,0.13,3.794
eureka,Eureka,Humboldt,2017-18,26362,39.088,38.15,12.37,6.516,0.14,2.293,2.013,0,0.083,3.419,0,0,0,5.205,0,0.13,5.981
eureka,Eureka,Humboldt,2018-19,26977,39.293,36.74,13.019,6.801,0.16,2.607,2.167,0,0.099,3.768,0,0,0,4.668,0,0.13,3.322
eureka,Eureka,Humboldt,2019-20,26699,35.361,40.37,14.05,7.23,0.148,1.836,2.266,0,0.089,3.728,0,0,0,4.929,0,0.164,5.93
eureka,Eureka,Humboldt,2020-21,27134,44.343,40.39,13.22,6.42,0.15,1.559,1.783,0,0.057,4.001,0,0,0,4.985,0,0.491,7.723
eureka,Eureka,Humboldt,2021-22,26768,54.244,47.193,14.44,7.177,0.297,1.656,3.46,0,0.081,5.509,0,0,0,5.875,0,0.585,8.114
eureka,Eureka,Humboldt,2022-23,26139,60.016,55.945,15.671,7.627,0.27,3.048,2.743,0,0.163,6.252,0,0,0,7.154,0,0.491,12.525
eureka,Eureka,Humboldt,2023-24,26073,62.021,61.015,16.569,7.946,0.222,1.79,3.092,0,0.131,7.011,0,0,0,7.547,0,0.491,16.217
exeter,Exeter,Tulare,2016-17,10985,5.778,5.355,2.721,0.041,0.224,0.3,0.223,0,0,0.49,0,0,0,0.781,0,0.074,0.501
exeter,Exeter,Tulare,2017-18,11169,7.12,6.162,2.662,0.275,0.158,0.3,0.443,0,0,0.431,0,0,0,0.756,0,0.074,1.063
exeter,Exeter,Tulare,2018-19,11002,7.34,6.45,2.712,0.232,0.179,0.365,0.301,0,0,0.291,0,0,0,0.553,0,0.094,1.723
exeter,Exeter,Tulare,2019-20,11030,6.588,5.631,2.845,0.219,0.152,0.394,0.337,0,0,0.298,0,0,0,0.567,0,0.076,0.743
exeter,Exeter,Tulare,2020-21,10305,12.176,10.335,2.696,0.227,0.172,0.43,0.337,0,0,0.183,0,0,0,0.594,0,0.076,5.62
exeter,Exeter,Tulare,2021-22,10257,10.815,7.482,2.887,0.419,0.192,1.027,0.31,0,0,0.225,0,0,0,0.814,0,0,1.609
exeter,Exeter,Tulare,2022-23,10184,10.528,7.399,2.969,0.446,0.222,1.07,0.766,0,0,0.382,0,0,0,1.057,0,0,0.487
exeter,Exeter,Tulare,2023-24,10179,11.188,7.652,3.539,0.442,0.202,0.51,0.276,0,0,0.389,0,0,0,0.779,0,0,1.515
fairfax,Fairfax,Marin,2016-17,7571,10.651,9.987,3.107,2.125,0.103,0.8,0.606,0,0,0.491,0,0,0,1.639,0,0.557,0.559
fairfax,Fairfax,Marin,2017-18,7534,12.567,12.272,3.388,2.257,0.12,0.534,0.72,0,0,0.529,0,0,0,1.757,0,1.049,1.92
fairfax,Fairfax,Marin,2018-19,7721,11.736,12.522,3.373,2.431,0.096,0.539,0.675,0,0,0.581,0,0,0,1.883,0,1.214,1.729
fairfax,Fairfax,Marin,2019-20,7399,12.586,12.249,3.58,2.542,0.104,0.61,0.726,0,0,0.597,0,0,0,1.758,0,1.231,1.101
fairfax,Fairfax,Marin,2020-21,7496,13.026,14.594,3.222,2.66,0.088,0.645,0.787,0,0,0.601,0,0,0,1.749,0,4.135,0.706
fairfax,Fairfax,Marin,2021-22,7418,14.617,13.56,3.29,2.742,0.119,0.838,0.958,0,0,0.761,0,0,0,2.114,0,1.254,1.483
fairfax,Fairfax,Marin,2022-23,7354,14.881,15.931,3.809,2.92,0.185,1.034,1.481,0,0,0.705,0,0,0,2.266,0,1.344,2.186
fairfax,Fairfax,Marin,2023-24,7371,15.714,17.212,4.058,3.114,0.218,0.975,1.432,0,0,0.78,0,0,0,2.866,0,1.268,2.501
fairfield,Fairfield,Solano,2016-17,114157,142.496,131.579,37.031,17.655,2.229,11.099,16.998,0.12,0,8.094,0.098,0,0,6.85,0,3.629,27.776
fairfield,Fairfield,Solano,2017-18,116156,150.271,146.658,37.701,18.263,2.311,12.031,15.749,0.116,0,7.937,0.107,0,0,9.669,0,3.628,39.146
fairfield,Fairfield,Solano,2018-19,117149,152.008,145.746,51.312,20.742,2.55,8.172,20.692,0.108,0,8.967,0.139,0,0,10.562,0,3.891,18.61
fairfield,Fairfield,Solano,2019-20,116981,146.435,144.15,47.088,21.704,2.521,9.286,19.706,0.098,0,8.958,0.114,0,0,12.254,0,3.422,18.998
fairfield,Fairfield,Solano,2020-21,120421,173.601,161.264,51.308,24.617,3.025,9.922,25.394,0.147,0,8.341,0.105,0,0,11.17,0,3.416,23.819
fairfield,Fairfield,Solano,2021-22,119897,184.586,163.964,49.713,27.139,3.136,9.966,26.271,0.114,0,9.748,0.047,0,0,15.685,0,3.554,18.59
fairfield,Fairfield,Solano,2022-23,119526,187.259,182.11,53.3,30.381,3.376,12.486,28.458,0.047,0,9.131,0.074,0,0,17.439,0,4.031,23.386
fairfield,Fairfield,Solano,2023-24,120339,205.522,196.326,51.278,31.813,3.304,14.342,30.517,0.042,0,5.211,0.027,0,0,23.368,0.261,4.571,31.591
farmersville,Farmersville,Tulare,2016-17,11248,7.847,7.721,1.921,0.574,0.147,1.031,1.169,0,0,0.185,0,0,0,0.264,0,0,2.432
farmersville,Farmersville,Tulare,2017-18,11443,9.636,9.934,2,0.541,0.14,1,2.539,0,0,0.142,0,0,0,0.329,0,0.046,3.197
farmersville,Farmersville,Tulare,2018-19,11358,6.589,6.188,2.201,0.719,0.134,0.455,0.636,0,0,0.155,0,0,0,0.698,0,0.046,1.144
farmersville,Farmersville,Tulare,2019-20,11399,7.763,6.358,2.154,0.37,0.147,0.34,0.395,0,0,0.241,0,0,0,0.86,0,0.059,1.791
farmersville,Farmersville,Tulare,2020-21,10308,11.777,9.609,2.347,0.461,0.075,0.717,1.327,0,0,0.477,0,0,0,0.644,0,0.051,3.51
farmersville,Farmersville,Tulare,2021-22,10239,20.421,16.795,2.764,0.604,0.068,0.439,1.079,0,0,0.548,0,0,0,1.127,0,0.051,10.115
farmersville,Farmersville,Tulare,2022-23,10151,20.027,13.664,3.006,0.769,0.08,0.433,1.7,0,0,0.565,0,0,0,1.238,0.214,0.096,5.561
farmersville,Farmersville,Tulare,2023-24,10327,16.835,19.778,2.984,0.83,0.143,1.221,6.402,0,0,0.781,0,0,0,1.09,0,0.078,6.249
ferndale,Ferndale,Humboldt,2016-17,1445,1.063,1.077,0.403,0,0.006,0.156,0.155,0,0.003,0.021,0.019,0,0,0.259,0,0.023,0.032
ferndale,Ferndale,Humboldt,2017-18,1367,1.134,1.058,0.439,0,0.008,0.177,0.132,0,0,0.02,0.018,0,0,0.241,0,0.022,0
ferndale,Ferndale,Humboldt,2018-19,1335,1.215,1.121,0.425,0,0.008,0.196,0.157,0,0,0.02,0.018,0,0,0.283,0,0.014,0
ferndale,Ferndale,Humboldt,2019-20,1382,1.226,1.186,0.471,0,0.01,0.2,0.171,0,0,0.019,0.014,0,0,0.275,0,0.025,0
ferndale,Ferndale,Humboldt,2020-21,1376,1.238,1.421,0.544,0,0.012,0.34,0.164,0,0,0.024,0.015,0,0,0.294,0,0.025,0.003
ferndale,Ferndale,Humboldt,2021-22,1367,1.418,1.37,0.528,0,0.011,0.182,0.2,0,0,0.022,0.017,0,0,0.348,0,0.025,0.038
ferndale,Ferndale,Humboldt,2022-23,1371,1.614,1.516,0.531,0,0.008,0.198,0.227,0,0,0.029,0.037,0,0,0.407,0,0.011,0.069
ferndale,Ferndale,Humboldt,2023-24,1356,1.954,1.839,0.709,0,0.008,0.218,0.404,0,0,0.059,0.022,0,0,0.346,0,0.001,0.072
fillmore,Fillmore,Ventura,2016-17,15683,9.882,9.522,3.321,1.148,0.122,1.127,0.794,0.008,0.08,0.885,0,0,0.008,1.404,0,0.057,0.569
fillmore,Fillmore,Ventura,2017-18,15953,11.542,9.891,3.427,1.372,0.158,1.286,0.781,0.003,0.092,0.918,0,0,0.059,1.419,0,0.057,0.32
fillmore,Fillmore,Ventura,2018-19,15925,12.6,9.63,3.53,1.348,0.155,1.272,0.815,0.103,0,0.953,0,0,-0.003,1.25,0,0.057,0.149
fillmore,Fillmore,Ventura,2019-20,15566,13.822,10.047,3.629,1.192,0.11,1.435,1.018,0.103,0,0.917,0,0,0,1.059,0,0.057,0.526
fillmore,Fillmore,Ventura,2020-21,16681,18.298,9.945,3.707,1.286,0.32,1.02,0.999,0.116,0,1.12,0,0,0,1.32,0,0.057,0
fillmore,Fillmore,Ventura,2021-22,16469,17.231,10.869,3.834,1.385,0.354,1.268,1.052,0.114,0,1.242,0,0,0,1.465,0,0.056,0.099
fillmore,Fillmore,Ventura,2022-23,16899,17.871,14.546,4.044,1.653,0.317,1.434,1.39,0.087,0,1.199,0,0,0,1.829,0,0.016,2.577
fillmore,Fillmore,Ventura,2023-24,17061,18.45,15.497,4.052,1.755,0.304,3.133,1.649,0.14,0,1.2,0,0,0,2.196,0,0.009,1.058
firebaugh,Firebaugh,Fresno,2016-17,8202,5.622,4.743,1.748,0.063,0.186,0.652,0.174,0.129,0,0.096,0,0.158,0,0.721,0,0,0.816
firebaugh,Firebaugh,Fresno,2017-18,8112,7.884,5.403,1.926,0.092,0.026,0.581,0.4,0.45,0,0.105,0,0.191,0,0.214,0,0,1.417
firebaugh,Firebaugh,Fresno,2018-19,8132,5.575,5.639,2.001,0.103,0.05,1.296,0.313,0,0,0.165,0,0.154,0,0.323,0,0.036,1.199
firebaugh,Firebaugh,Fresno,2019-20,7981,6.444,5.598,2.188,0.116,0.047,1.153,0.582,0,0,0.119,0,0.177,0,0.305,0,0.148,0.762
firebaugh,Firebaugh,Fresno,2020-21,8164,14.491,12.023,2.308,0.135,0.035,1.113,3.101,0,0,0.097,0,0.046,0,0.455,0,0.054,4.679
firebaugh,Firebaugh,Fresno,2021-22,8439,12.436,9.296,2.601,0.093,0.052,1.08,1.481,0,0,0.237,0,0.053,0,0.344,0,0.061,3.295
firebaugh,Firebaugh,Fresno,2022-23,8495,11.112,13.158,5.286,0.141,0.081,1.184,2.091,0,0,0.389,0,0.057,0,0.404,0,0.214,3.311
